campaign_id,campaign_name,advertiser_id,agency_id,platform_id,segment_id,status,start_date,end_date,target_impressions,cpm_usd
CMP-365,Apple — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-005,AGN-010,PLT-005,SEG-035,Active,2024-06-20,2025-03-16,56891410,31.45
CMP-366,Toyota — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-006,AGN-012,PLT-010,SEG-042,Active,2024-06-21,2025-03-15,90137050,20.61
CMP-367,McDonald's — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-007,AGN-014,PLT-015,SEG-049,Active,2024-06-22,2025-03-14,116039879,23.95
CMP-368,Verizon — Eurosport International — Young Adults 18–29 Q2 Package,ADV-008,AGN-016,PLT-020,SEG-056,Active,2024-06-23,2025-03-13,145929483,27.63
CMP-369,Amazon — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-009,AGN-018,PLT-005,SEG-063,Active,2024-06-24,2025-03-12,91305970,37.21
CMP-370,Microsoft — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-010,AGN-020,PLT-010,SEG-070,Active,2024-06-25,2025-03-11,149042516,41.54
CMP-371,Procter & Gamble — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-011,AGN-022,PLT-015,SEG-077,Active,2024-06-26,2025-03-10,46846831,35.8
CMP-372,Unilever — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-012,AGN-024,PLT-020,SEG-084,Active,2024-06-27,2025-03-09,168229026,18.68
CMP-373,AT&T — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-013,AGN-026,PLT-005,SEG-091,Active,2024-06-28,2025-03-08,114366909,25.68
CMP-374,T-Mobile — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-014,AGN-028,PLT-010,SEG-098,Active,2024-06-29,2025-03-07,177192400,13.45
CMP-375,Ford — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-015,AGN-030,PLT-015,SEG-105,Active,2024-06-30,2025-03-31,168375876,21.79
CMP-376,Chevrolet — Eurosport International — Males 18–34 Q3 Flight,ADV-016,AGN-002,PLT-020,SEG-112,Active,2024-07-01,2025-03-30,86412546,41.02
CMP-377,BMW — Discovery+ Premium Streaming — Connected TV Households Q3 Flight,ADV-017,AGN-004,PLT-005,SEG-119,Active,2024-07-02,2025-03-29,39160185,25.83
CMP-378,Audi — truTV Comedy Block — Premium Audiences 35–54 Q3 Flight,ADV-018,AGN-006,PLT-010,SEG-006,Active,2024-07-03,2025-03-28,110863131,28.38
CMP-379,Budweiser — TLC Prime Time Linear — Families 25–44 Q3 Flight,ADV-019,AGN-008,PLT-015,SEG-013,Active,2024-07-04,2025-03-27,159035247,36.63
CMP-380,Pepsi — Eurosport International — Young Adults 18–29 Q2 Package,ADV-020,AGN-010,PLT-020,SEG-020,Active,2024-06-15,2025-03-26,44390260,36.41
CMP-381,Gatorade — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-021,AGN-012,PLT-005,SEG-027,Active,2024-06-16,2025-03-25,97660368,13.12
CMP-382,State Farm — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-022,AGN-014,PLT-010,SEG-034,Active,2024-06-17,2025-03-24,176432889,13.26
CMP-383,Progressive — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-023,AGN-016,PLT-015,SEG-041,Active,2024-06-18,2025-03-23,159636621,39.68
CMP-384,Allstate — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-024,AGN-018,PLT-020,SEG-048,Active,2024-06-19,2025-03-22,169499051,15.26
CMP-385,Capital One — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-025,AGN-020,PLT-005,SEG-055,Active,2024-06-20,2025-03-21,172344095,40.78
CMP-386,Chase — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-026,AGN-022,PLT-010,SEG-062,Active,2024-06-21,2025-03-20,146481429,28.22
CMP-387,American Express — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-027,AGN-024,PLT-015,SEG-069,Active,2024-06-22,2025-03-19,59098351,38.95
CMP-388,Visa — Eurosport International — Males 18–34 Q2 Package,ADV-028,AGN-026,PLT-020,SEG-076,Active,2024-06-23,2025-03-18,54056411,12.8
CMP-389,Mastercard — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-029,AGN-028,PLT-005,SEG-083,Active,2024-06-24,2025-03-17,123183150,14.76
CMP-390,Target — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-030,AGN-030,PLT-010,SEG-090,Active,2024-06-25,2025-03-16,161550499,37.81
CMP-391,Walmart — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-031,AGN-002,PLT-015,SEG-097,Active,2024-06-26,2025-03-15,22895040,41.16
CMP-392,Home Depot — Eurosport International — Young Adults 18–29 Q2 Package,ADV-032,AGN-004,PLT-020,SEG-104,Active,2024-06-27,2025-03-14,37092555,34.58
CMP-393,Lowe's — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-033,AGN-006,PLT-005,SEG-111,Active,2024-06-28,2025-03-13,157804695,15.59
CMP-394,Best Buy — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-034,AGN-008,PLT-010,SEG-118,Active,2024-06-29,2025-03-12,107902645,33.52
CMP-395,Expedia — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-035,AGN-010,PLT-015,SEG-005,Active,2024-06-30,2025-03-11,100418461,40.75
CMP-396,Booking.com — Eurosport International — Sports Enthusiasts 21–45 Q3 Flight,ADV-036,AGN-012,PLT-020,SEG-012,Active,2024-07-01,2025-03-10,82963475,21.67
CMP-397,Delta Air Lines — Discovery+ Premium Streaming — US Adults 25–54 Q3 Flight,ADV-037,AGN-014,PLT-005,SEG-019,Active,2024-07-02,2025-03-09,143807172,32.71
CMP-398,American Airlines — truTV Comedy Block — Sports Fans 18–34 Q3 Flight,ADV-038,AGN-016,PLT-010,SEG-026,Active,2024-07-03,2025-03-08,125384532,19.15
CMP-399,Marriott — TLC Prime Time Linear — Women 25–49 Q3 Flight,ADV-039,AGN-018,PLT-015,SEG-033,Active,2024-07-04,2025-03-07,101917632,24.57
CMP-400,Hilton — Eurosport International — Males 18–34 Q2 Package,ADV-040,AGN-020,PLT-020,SEG-040,Active,2024-06-15,2025-03-31,149252622,19.48
CMP-401,Subway — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-041,AGN-022,PLT-005,SEG-047,Active,2024-06-16,2025-03-30,67468946,25.16
CMP-402,Domino's — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-042,AGN-024,PLT-010,SEG-054,Active,2024-06-17,2025-03-29,48525726,29.65
CMP-403,KFC — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-043,AGN-026,PLT-015,SEG-061,Active,2024-06-18,2025-03-28,176525094,23.45
CMP-404,Burger King — Eurosport International — Young Adults 18–29 Q2 Package,ADV-044,AGN-028,PLT-020,SEG-068,Active,2024-06-19,2025-03-27,160247712,12.49
CMP-405,Starbucks — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-045,AGN-030,PLT-005,SEG-075,Active,2024-06-20,2025-03-26,76670783,23.54
CMP-406,Dunkin' — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-046,AGN-002,PLT-010,SEG-082,Active,2024-06-21,2025-03-25,27138038,27.89
CMP-407,Spotify — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-047,AGN-004,PLT-015,SEG-089,Active,2024-06-22,2025-03-24,55658293,20.84
CMP-408,YouTube Premium — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-048,AGN-006,PLT-020,SEG-096,Active,2024-06-23,2025-03-23,157948695,21.42
CMP-409,Uber — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-049,AGN-008,PLT-005,SEG-103,Active,2024-06-24,2025-03-22,133886144,37.91
CMP-410,Lyft — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-050,AGN-010,PLT-010,SEG-110,Active,2024-06-25,2025-03-21,173785011,12.79
CMP-411,Coca-Cola — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-051,AGN-012,PLT-015,SEG-117,Active,2024-06-26,2025-03-20,179655940,38.09
CMP-412,Samsung — Eurosport International — Males 18–34 Q2 Package,ADV-052,AGN-014,PLT-020,SEG-004,Active,2024-06-27,2025-03-19,62656989,40.6
CMP-413,Geico — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-053,AGN-016,PLT-005,SEG-011,Active,2024-06-28,2025-03-18,50793896,28.88
CMP-414,Nike — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-054,AGN-018,PLT-010,SEG-018,Active,2024-06-29,2025-03-17,76197343,29.6
CMP-415,Apple — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-055,AGN-020,PLT-015,SEG-025,Active,2024-06-30,2025-03-16,166890534,17.1
CMP-416,Toyota — Eurosport International — Young Adults 18–29 Q3 Flight,ADV-056,AGN-022,PLT-020,SEG-032,Active,2024-07-01,2025-03-15,126823836,36.23
CMP-417,McDonald's — Discovery+ Premium Streaming — Auto Intenders 25–54 Q3 Flight,ADV-057,AGN-024,PLT-005,SEG-039,Active,2024-07-02,2025-03-14,46362427,36.16
CMP-418,Verizon — truTV Comedy Block — Travel Decision-Makers 30–55 Q3 Flight,ADV-058,AGN-026,PLT-010,SEG-046,Active,2024-07-03,2025-03-13,129646713,24.03
CMP-419,Amazon — TLC Prime Time Linear — Cord-Cutters 18–44 Q3 Flight,ADV-059,AGN-028,PLT-015,SEG-053,Active,2024-07-04,2025-03-12,19549229,19.33
CMP-420,Microsoft — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-060,AGN-030,PLT-020,SEG-060,Active,2024-06-15,2025-03-11,31720506,19.88
CMP-421,Procter & Gamble — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-061,AGN-002,PLT-005,SEG-067,Active,2024-06-16,2025-03-10,63364843,27.74
CMP-422,Unilever — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-062,AGN-004,PLT-010,SEG-074,Active,2024-06-17,2025-03-09,118458898,14.54
CMP-423,AT&T — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-063,AGN-006,PLT-015,SEG-081,Active,2024-06-18,2025-03-08,62998049,40.1
CMP-424,T-Mobile — Eurosport International — Males 18–34 Q2 Package,ADV-064,AGN-008,PLT-020,SEG-088,Active,2024-06-19,2025-03-07,27756160,18.56
CMP-425,Ford — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-065,AGN-010,PLT-005,SEG-095,Active,2024-06-20,2025-03-31,168952396,15.47
CMP-426,Chevrolet — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-066,AGN-012,PLT-010,SEG-102,Active,2024-06-21,2025-03-30,138096965,28.49
CMP-427,BMW — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-067,AGN-014,PLT-015,SEG-109,Active,2024-06-22,2025-03-29,27549215,22.67
CMP-428,Audi — Eurosport International — Young Adults 18–29 Q2 Package,ADV-068,AGN-016,PLT-020,SEG-116,Active,2024-06-23,2025-03-28,143353173,37.23
CMP-429,Budweiser — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-069,AGN-018,PLT-005,SEG-003,Active,2024-06-24,2025-03-27,156375485,30.91
CMP-430,Pepsi — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-070,AGN-020,PLT-010,SEG-010,Active,2024-06-25,2025-03-26,27304804,40.71
CMP-431,Gatorade — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-071,AGN-022,PLT-015,SEG-017,Active,2024-06-26,2025-03-25,69003640,31.51
CMP-432,State Farm — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-072,AGN-024,PLT-020,SEG-024,Active,2024-06-27,2025-03-24,147241068,13.41
CMP-433,Progressive — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-073,AGN-026,PLT-005,SEG-031,Active,2024-06-28,2025-03-23,42451689,17.05
CMP-434,Allstate — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-074,AGN-028,PLT-010,SEG-038,Active,2024-06-29,2025-03-22,35584860,20.37
CMP-435,Capital One — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-075,AGN-030,PLT-015,SEG-045,Active,2024-06-30,2025-03-21,19960336,20.61
CMP-436,Chase — Eurosport International — Males 18–34 Q3 Flight,ADV-076,AGN-002,PLT-020,SEG-052,Active,2024-07-01,2025-03-20,29705064,26.14
CMP-437,American Express — Discovery+ Premium Streaming — Connected TV Households Q3 Flight,ADV-077,AGN-004,PLT-005,SEG-059,Active,2024-07-02,2025-03-19,87616517,14.14
CMP-438,Visa — truTV Comedy Block — Premium Audiences 35–54 Q3 Flight,ADV-078,AGN-006,PLT-010,SEG-066,Active,2024-07-03,2025-03-18,164707601,17.03
CMP-439,Mastercard — TLC Prime Time Linear — Families 25–44 Q3 Flight,ADV-079,AGN-008,PLT-015,SEG-073,Active,2024-07-04,2025-03-17,156698767,29.51
CMP-440,Target — Eurosport International — Young Adults 18–29 Q2 Package,ADV-080,AGN-010,PLT-020,SEG-080,Active,2024-06-15,2025-03-16,81884566,26.86
CMP-441,Walmart — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-081,AGN-012,PLT-005,SEG-087,Active,2024-06-16,2025-03-15,32286959,28.25
CMP-442,Home Depot — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-082,AGN-014,PLT-010,SEG-094,Active,2024-06-17,2025-03-14,79282604,28.1
CMP-443,Lowe's — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-083,AGN-016,PLT-015,SEG-101,Active,2024-06-18,2025-03-13,142560283,14.62
CMP-444,Best Buy — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-084,AGN-018,PLT-020,SEG-108,Active,2024-06-19,2025-03-12,26440598,12.45
CMP-445,Expedia — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-085,AGN-020,PLT-005,SEG-115,Active,2024-06-20,2025-03-11,121572397,28.68
CMP-446,Booking.com — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-086,AGN-022,PLT-010,SEG-002,Active,2024-06-21,2025-03-10,136415742,32.25
CMP-447,Delta Air Lines — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-087,AGN-024,PLT-015,SEG-009,Active,2024-06-22,2025-03-09,65907781,17.15
CMP-448,American Airlines — Eurosport International — Males 18–34 Q2 Package,ADV-088,AGN-026,PLT-020,SEG-016,Active,2024-06-23,2025-03-08,62181554,28.78
CMP-449,Marriott — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-089,AGN-028,PLT-005,SEG-023,Active,2024-06-24,2025-03-07,153518977,34.69
CMP-450,Hilton — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-090,AGN-030,PLT-010,SEG-030,Active,2024-06-25,2025-03-31,125328554,20.37
CMP-451,Subway — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-091,AGN-002,PLT-015,SEG-037,Active,2024-06-26,2025-03-30,63343020,26.04
CMP-452,Domino's — Eurosport International — Young Adults 18–29 Q2 Package,ADV-092,AGN-004,PLT-020,SEG-044,Active,2024-06-27,2025-03-29,23084708,22.33
CMP-453,KFC — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-093,AGN-006,PLT-005,SEG-051,Active,2024-06-28,2025-03-28,52974819,41.43
CMP-454,Burger King — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-094,AGN-008,PLT-010,SEG-058,Active,2024-06-29,2025-03-27,170173752,37.88
CMP-455,Starbucks — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-095,AGN-010,PLT-015,SEG-065,Active,2024-06-30,2025-03-26,83285683,36.68
CMP-456,Dunkin' — Eurosport International — Sports Enthusiasts 21–45 Q3 Flight,ADV-096,AGN-012,PLT-020,SEG-072,Active,2024-07-01,2025-03-25,145335230,38.12
CMP-457,Spotify — Discovery+ Premium Streaming — US Adults 25–54 Q3 Flight,ADV-097,AGN-014,PLT-005,SEG-079,Active,2024-07-02,2025-03-24,57992659,32.6
CMP-458,YouTube Premium — truTV Comedy Block — Sports Fans 18–34 Q3 Flight,ADV-098,AGN-016,PLT-010,SEG-086,Active,2024-07-03,2025-03-23,104541926,17.27
CMP-459,Uber — TLC Prime Time Linear — Women 25–49 Q3 Flight,ADV-099,AGN-018,PLT-015,SEG-093,Active,2024-07-04,2025-03-22,165670736,15.46
CMP-460,Lyft — Eurosport International — Males 18–34 Q2 Package,ADV-100,AGN-020,PLT-020,SEG-100,Active,2024-06-15,2025-03-21,18404564,36.43
CMP-461,Coca-Cola — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-101,AGN-022,PLT-005,SEG-107,Active,2024-06-16,2025-03-20,42049036,40.97
CMP-462,Samsung — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-102,AGN-024,PLT-010,SEG-114,Active,2024-06-17,2025-03-19,151685913,30.88
CMP-463,Geico — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-103,AGN-026,PLT-015,SEG-001,Active,2024-06-18,2025-03-18,170137174,22.16
CMP-464,Nike — Eurosport International — Young Adults 18–29 Q2 Package,ADV-104,AGN-028,PLT-020,SEG-008,Active,2024-06-19,2025-03-17,113553006,14.5
CMP-465,Apple — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-105,AGN-030,PLT-005,SEG-015,Active,2024-06-20,2025-03-16,176715245,12.63
CMP-466,Toyota — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-106,AGN-002,PLT-010,SEG-022,Active,2024-06-21,2025-03-15,85723471,19.14
CMP-467,McDonald's — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-107,AGN-004,PLT-015,SEG-029,Active,2024-06-22,2025-03-14,119264681,38.33
CMP-468,Verizon — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-108,AGN-006,PLT-020,SEG-036,Active,2024-06-23,2025-03-13,99534432,29.84
CMP-469,Amazon — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-109,AGN-008,PLT-005,SEG-043,Active,2024-06-24,2025-03-12,172686351,32.4
CMP-470,Microsoft — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-110,AGN-010,PLT-010,SEG-050,Active,2024-06-25,2025-03-11,170050544,17.39
CMP-471,Procter & Gamble — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-111,AGN-012,PLT-015,SEG-057,Active,2024-06-26,2025-03-10,160606568,12.31
CMP-472,Unilever — Eurosport International — Males 18–34 Q2 Package,ADV-112,AGN-014,PLT-020,SEG-064,Active,2024-06-27,2025-03-09,25664398,22.28
CMP-473,AT&T — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-113,AGN-016,PLT-005,SEG-071,Active,2024-06-28,2025-03-08,65115992,33.43
CMP-474,T-Mobile — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-114,AGN-018,PLT-010,SEG-078,Active,2024-06-29,2025-03-07,176352228,14.91
CMP-475,Ford — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-115,AGN-020,PLT-015,SEG-085,Active,2024-06-30,2025-03-31,144557366,34.51
CMP-476,Chevrolet — Eurosport International — Young Adults 18–29 Q3 Flight,ADV-116,AGN-022,PLT-020,SEG-092,Active,2024-07-01,2025-03-30,60718292,30.22
CMP-477,BMW — Discovery+ Premium Streaming — Auto Intenders 25–54 Q3 Flight,ADV-117,AGN-024,PLT-005,SEG-099,Active,2024-07-02,2025-03-29,152918884,39.98
CMP-478,Audi — truTV Comedy Block — Travel Decision-Makers 30–55 Q3 Flight,ADV-118,AGN-026,PLT-010,SEG-106,Active,2024-07-03,2025-03-28,146343630,15.39
CMP-479,Budweiser — TLC Prime Time Linear — Cord-Cutters 18–44 Q3 Flight,ADV-119,AGN-028,PLT-015,SEG-113,Active,2024-07-04,2025-03-27,52138048,12.12
CMP-480,Pepsi — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-120,AGN-030,PLT-020,SEG-120,Active,2024-06-15,2025-03-26,159588263,21.33
CMP-481,Gatorade — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-121,AGN-002,PLT-005,SEG-007,Active,2024-06-16,2025-03-25,127444277,40.21
CMP-482,State Farm — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-122,AGN-004,PLT-010,SEG-014,Active,2024-06-17,2025-03-24,23446458,25.33
CMP-483,Progressive — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-123,AGN-006,PLT-015,SEG-021,Active,2024-06-18,2025-03-23,97319901,40.45
CMP-484,Allstate — Eurosport International — Males 18–34 Q2 Package,ADV-124,AGN-008,PLT-020,SEG-028,Active,2024-06-19,2025-03-22,120311133,31.01
CMP-485,Capital One — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-125,AGN-010,PLT-005,SEG-035,Active,2024-06-20,2025-03-21,19344517,25.32
CMP-486,Chase — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-126,AGN-012,PLT-010,SEG-042,Active,2024-06-21,2025-03-20,50611481,14.89
CMP-487,American Express — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-127,AGN-014,PLT-015,SEG-049,Active,2024-06-22,2025-03-19,105177331,25.32
CMP-488,Visa — Eurosport International — Young Adults 18–29 Q2 Package,ADV-128,AGN-016,PLT-020,SEG-056,Active,2024-06-23,2025-03-18,36322492,37.37
CMP-489,Mastercard — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-129,AGN-018,PLT-005,SEG-063,Active,2024-06-24,2025-03-17,91473957,25.16
CMP-490,Target — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-130,AGN-020,PLT-010,SEG-070,Active,2024-06-25,2025-03-16,137187188,33.84
CMP-491,Walmart — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-131,AGN-022,PLT-015,SEG-077,Active,2024-06-26,2025-03-15,97832217,19.53
CMP-492,Home Depot — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-132,AGN-024,PLT-020,SEG-084,Active,2024-06-27,2025-03-14,128177079,26.08
CMP-493,Lowe's — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-133,AGN-026,PLT-005,SEG-091,Active,2024-06-28,2025-03-13,102060475,36.54
CMP-494,Best Buy — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-134,AGN-028,PLT-010,SEG-098,Active,2024-06-29,2025-03-12,45289347,30.37
CMP-495,Expedia — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-135,AGN-030,PLT-015,SEG-105,Active,2024-06-30,2025-03-11,26223648,18.14
CMP-496,Booking.com — Eurosport International — Males 18–34 Q3 Flight,ADV-136,AGN-002,PLT-020,SEG-112,Active,2024-07-01,2025-03-10,97045237,33.38
CMP-497,Delta Air Lines — Discovery+ Premium Streaming — Connected TV Households Q3 Flight,ADV-137,AGN-004,PLT-005,SEG-119,Active,2024-07-02,2025-03-09,126279085,18.75
CMP-498,American Airlines — truTV Comedy Block — Premium Audiences 35–54 Q3 Flight,ADV-138,AGN-006,PLT-010,SEG-006,Active,2024-07-03,2025-03-08,105357233,16.98
CMP-499,Marriott — TLC Prime Time Linear — Families 25–44 Q3 Flight,ADV-139,AGN-008,PLT-015,SEG-013,Active,2024-07-04,2025-03-07,45247993,18.9
CMP-500,Hilton — Eurosport International — Young Adults 18–29 Q2 Package,ADV-140,AGN-010,PLT-020,SEG-020,Active,2024-06-15,2025-03-31,52480280,30.05
CMP-501,Subway — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-141,AGN-012,PLT-005,SEG-027,Active,2024-06-16,2025-03-30,162015265,23.84
CMP-502,Domino's — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-142,AGN-014,PLT-010,SEG-034,Active,2024-06-17,2025-03-29,165392128,21.09
CMP-503,KFC — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-143,AGN-016,PLT-015,SEG-041,Active,2024-06-18,2025-03-28,163741347,28.15
CMP-504,Burger King — Eurosport International — Sports Enthusiasts 21–45 Q2 Package,ADV-144,AGN-018,PLT-020,SEG-048,Active,2024-06-19,2025-03-27,119478407,32.81
CMP-505,Starbucks — Discovery+ Premium Streaming — US Adults 25–54 Q2 Package,ADV-145,AGN-020,PLT-005,SEG-055,Active,2024-06-20,2025-03-26,111317381,37.97
CMP-506,Dunkin' — truTV Comedy Block — Sports Fans 18–34 Q2 Package,ADV-146,AGN-022,PLT-010,SEG-062,Active,2024-06-21,2025-03-25,139374070,19.28
CMP-507,Spotify — TLC Prime Time Linear — Women 25–49 Q2 Package,ADV-147,AGN-024,PLT-015,SEG-069,Active,2024-06-22,2025-03-24,154545228,21.06
CMP-508,YouTube Premium — Eurosport International — Males 18–34 Q2 Package,ADV-148,AGN-026,PLT-020,SEG-076,Active,2024-06-23,2025-03-23,70449685,21.01
CMP-509,Uber — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-149,AGN-028,PLT-005,SEG-083,Active,2024-06-24,2025-03-22,133564009,32.1
CMP-510,Lyft — truTV Comedy Block — Premium Audiences 35–54 Q2 Package,ADV-150,AGN-030,PLT-010,SEG-090,Active,2024-06-25,2025-03-21,51564063,25.34
CMP-511,Coca-Cola — TLC Prime Time Linear — Families 25–44 Q2 Package,ADV-151,AGN-002,PLT-015,SEG-097,Active,2024-06-26,2025-03-20,118704476,31.09
CMP-512,Samsung — Eurosport International — Young Adults 18–29 Q2 Package,ADV-152,AGN-004,PLT-020,SEG-104,Active,2024-06-27,2025-03-19,33884451,30.36
CMP-513,Geico — Discovery+ Premium Streaming — Auto Intenders 25–54 Q2 Package,ADV-153,AGN-006,PLT-005,SEG-111,Active,2024-06-28,2025-03-18,27707117,35.99
CMP-514,Nike — truTV Comedy Block — Travel Decision-Makers 30–55 Q2 Package,ADV-154,AGN-008,PLT-010,SEG-118,Active,2024-06-29,2025-03-17,155932499,22.12
CMP-515,Apple — TLC Prime Time Linear — Cord-Cutters 18–44 Q2 Package,ADV-155,AGN-010,PLT-015,SEG-005,Active,2024-06-30,2025-03-16,97979439,37.09
CMP-516,Toyota — Eurosport International — Sports Enthusiasts 21–45 Q3 Flight,ADV-156,AGN-012,PLT-020,SEG-012,Active,2024-07-01,2025-03-15,78620658,41.52
CMP-517,McDonald's — Discovery+ Premium Streaming — US Adults 25–54 Q3 Flight,ADV-157,AGN-014,PLT-005,SEG-019,Active,2024-07-02,2025-03-14,161578804,38.45
CMP-518,Verizon — truTV Comedy Block — Sports Fans 18–34 Q3 Flight,ADV-158,AGN-016,PLT-010,SEG-026,Active,2024-07-03,2025-03-13,155136056,20.57
CMP-519,Amazon — TLC Prime Time Linear — Women 25–49 Q3 Flight,ADV-159,AGN-018,PLT-015,SEG-033,Active,2024-07-04,2025-03-12,153835319,22.51
CMP-520,Microsoft — Eurosport International — Males 18–34 Q2 Package,ADV-160,AGN-020,PLT-020,SEG-040,Active,2024-06-15,2025-03-11,112146579,34.54
CMP-521,Procter & Gamble — Discovery+ Premium Streaming — Connected TV Households Q2 Package,ADV-161,AGN-022,PLT-005,SEG-047,Active,2024-06-16,2025-03-10,159131291,18.62
